Name,Description,Est. Value,Rarity,Weight,Category,Properties,Requirements,Author,Rarity Number
Double Axe,"A normal hand axe, only there's two of them.",10. gp,Common,4,Weapon,"1d6 Slashing - Simple - Light, Thrown - Range: 20/60",,Uberbeard,2
Greedy Bag of Holding,This appears to be a common cloth sack about 2 feet by 4 feet in size. ,500. gp,Uncommon,15,Wondrous Item,"This functions as a normal Bag of Holding, but for every item you wish to remove from the bag you must put in a silver piece. Any money placed into the bag dissapears almost immediately. It's unclear where the coins go when placed into the bag.",,William Orfanakos,3
Spear of the Hunter,,800. gp,Rare,3,Weapon,"This spear grants a +2 to AC and summons a friendly wolf whenever a natural 20 is rolled to hit.
1d8 Piercing - Oversized (1d10), Thrown (20/60), Two-Handed",Requires Attunement,William Orfanakos,4
Soul Stealer,A legendary longsword that glows a dark red when ,"10,000. gp",Legendary,3,Weapon,"When this weapon is used to kill an intelligent creature, it's soul is absorbed into the blade. These souls can be released as a bonus action for 1d4 psychic damage per soul. All of the souls must be released at once.
1d12 Slashing - Versatile (2d8)",Requires Attunement,William Orfanakos,6
Insanity Blade,,"1,200. gp",Rare,,Weapon,"Once attuned, the user of this weapon must make a Wisdom save each day, starting at 0 and going up +1 DC with each subsequent check. On a failure, the character is thrown into a blind rage and must fight the nearest creature for 1d8 rounds or until they are killed.
1d8 Slashing & 1d4 Psychic",Requires Attunement,William Orfanakos,4
Tracking Dagger,,"1,400. gp",Rare,,Weapon,"On a successful hit with this dagger, the user knows exactly where the target is for 1d20 hours.",Requires Attunement,William Orfanakos,4
Dice Mace,,,Uncommon,,Weapon,-5 to hit but does 1d20 Bludgeoning Damage,,,3
Belt of Fattening,,,Common,,Wondrous Item,"Cursed
Putting on this belt causes the user to gain 200lb over the period of a short rest.",,,2
Thirsty Cup,,,Uncommon,,Wondrous Item,All liquid poured into this cup drains from it as if there was a hole in the bottom.,,,3
Susej Cup,,,Uncommon,,Wondrous Item,Turns any liquid that is poured into this cup into Elven wine.,,,3
Morph Blade,,,Common,,Weapon,"This blade can switching between piecing, slashing and bludgeoning damage as a bonus action.",,,2
Charm of Frost,,,Uncommon,,Wondrous Item,"grants water-walking abilities, but requires concentration. Anything that disrupts a concentration spell disrupts the charm. 10 ft radius of ice",,,3
Illusionary Coin Bag,,,Uncommon,,Wondrous Item,"a bag that makes all coins in it appear as platinum. Coins revert to original form 5 minutes after being taken out of bag. Can not hold more than 50 coins. This means you do not actually gain any profit from using the bag, but you can trick people",,,3
Gnomish Stop Clock,,,Legendary,,Wondrous Item,"Allows you to stop time. However, if you ever let go of the clock while time is stopped it will shatter, restoring time but freezing the user",,,6
Sword of Frost,,,Uncommon,,Weapon,"1d6 slashing damage, 1d6 chill damage. Freezes/Slows enemies hit, upon death enemy turns to ice and shatters, damaging all nearby enemies for 1d4 chill damage. No effect on fire or ice enemies",,,3
Axe of Blood,,,Uncommon,,Weapon,crimson red axe that deals 1d6 slashing damage and 1d6 bludgeoning damage. Each hit restores +1 hp to wielding regardless of damage dealt,,,3
Lucky Coin,,,Common,,Wondrous Item,Coin always lands heads up.,,,2
Wand of Pillows,,,Common,,Wondrous Item,"At any time, if the users says ""Floomp"" a pillow will magically appear. After the eighth pillow apparates, they start simply teleporting to the user in order.",,,2
Gravedigger,,,Common,,Weapon,"1d4 Bludgeoning
Attack with advantage and 1d10 against undead enemies",,,2
Hypnotic Spinning Top,,,Uncommon,,Wondrous Item,"a spinning top that causes all creatures that can see it, including the person spinning it, to become mesmerized by it and will do nothing but stand in place and stare at it until it stops spinning and falls. This effect is technically psionic",,,3
Giggle Water,,,Common,,Potion,small vial of liquid that when drunk makes the drinker continuously giggle for 1 hour. When that wears off they hiccup for 1 hour,,,2
Entangled Coins,,,Common,,Wondrous Item,"Two coins, when flipped at close to the same time will always land the same way, no matter how far apart they are",,,2
Ring of Fire Detection,,,Common,,Wondrous Item,"A bronze ring that houses magical protection. It alerts the wearer of fire by etchings becoming red and glowing when fire is within a 10 foot radius, even behind walls",Requires Attunement,Gooch_Ticklr,2
Blood Amulet,A bronze circle held by a red ribbon.,,Uncommon,n/a,Wondrous Item,"This amulet is constantly covered in blood. Any attempt to wash the blood off is unsuccessful, and the amulet must be wrapped in a waterproof cloth to prevent anything it is kept in frow slowly becoming drenched in blood.",,,3
Drunkard's Hat,A simple straw hat.,30. gp,Common,1,Wondrous Item,The wearer of this hat always knows the direction to the nearest alcholic beverage.,Requires Attunement,u/DngnMaster,2
Key Dagger,,,Legendary,,Weapon,"Appears to be a silvered 1d4 dagger with some cuts running up it’s spine. But when the blade is inserted into a lock, it acts as the correct key",,,6
The Patient Man's Key Ring,,,Rare,,Wondrous Item,"Rusty key ring containing 100 rusty keys, for any given lock, one of the keys will open said lock. You just have to keep going until you find it. 1d100 to figure out how many keys the player has to try before they succeed.",,,4
Psyche of Strife,A tall mirror in ornate silvery frame with perfectly reflecting surface. The ornaments depicting faceless humanoids locked in battle. ,"15,000. gp",Very Rare,70,Wondrous Item,"Anyone who looks into the mirror will see their own perfect reflection. However, when the first character takes a glimpse on someone else's image, they will see a horrifying visage of a powerful monster (lich, mind flayer, etc.), likely to be found in the complex where the Psyche is located. This effect is commanded by a demonic intelligence imprisoned in the shiny surface, and will occur in a manner to cause maximum confusion, mistrust and likely infighting to bands of adventurers. It's very easy to shatter the mirror, however all the fragments will have the same tendency to occasionally show your best friend as a rotting undead - only to you.",,Rutin75,5
Adamantine Dust,"This is a small jar of Adamantine dust, most likely the end result of exposing a Drow item to the light of day. It seems the previous owner wasn't quite ready to let go of it.",1. gp,Mundane,1,Treasure,,,Baldur's Gate II,1
Adjatha the Drinker,"This blade belonged to Dabbar, a long dead servant of Bhaal that exercised control over his minions in the most brutal of ways. In addition to strengthening the mind against the guile of others, the sword absorbs life energy from an opponent with each successful hit, healing the user. Dabbar considered it a failure of his officers if he returned from battle in less than perfect health, and as the rest of the company watched, he would administer beatings until fully healed.","3,500. gp",Rare,1,Weapon,"1d8+2 Slashing - Versatile (1d10+2)
Heals the wielder 1 hit point every time it hits the target. Makes wielder immune to charm and domination status effects.",Martial Weapon Expertise,Baldur's Gate II,4
Adventurer's Robe,"This robe has been specially enchanted to meet the eclectic needs of the adventuring mage. Aside from protecting the wearer from various forms of crushing damage, it also provides protection from the basilisk's petrying gaze and polymorphing powers of rival mages. As with other such robes, the Adventurer's Robe can only be worn by those engaged in the wizardly profession.	",600. gp,Uncommon,4,Armor,"AC: 11 + Dex Modifier
Disadvantage on Stealth
+ 1 bonus vs. petrification & polymorph",,Baldur's Gate II,3
Leather Armor,The breastplate and shoulder protectors of this armor are made of leather that has been stiffened by being boiled in oil. The rest of the armor is made of softer and more flexible materials.,10. gp,Common,10,Armor,"Light Armor
Armor Class: 11 + Dex Modifier",,PHB,2
Padded Armor,Padded armor consists of quilted layers of cloth and batting.,5. gp,Common,8,Armor,"Light Armor
Armor Class: 11 + Dex Modifier
Disadvantage on Stealth",,PHB,2
Studded Armor,"Made from tough but flexible leather, studded leather is reinforced with close-set rivets or spikes.",45. gp,Common,13,Armor,"Light Armor
Armor Class: 12 + Dex Modifier",,PHB,2
Hide Armor,"This crude armor consists of thick furs and pelts. It is commonly worn by barbarian tribes, evil humanoids, and other folk who lack access to the tools and materials needed to create better armor.",10. gp,Common,12,Armor,"Medium Armor
Armor Class: 12 + Dex Modifier (max 2)",,PHB,2
Breastplate Armor,"This armor consists of a fitted metal chest piece worn with supple leather. Although it leaves the legs and arms relatively unprotected, this armor provides good protection for the wearer's vital organs while leaving the wearer relatively unencumbered.",400. gp,Common,20,Armor,"Medium Armor
Armor Class: 14 + Dex Modifier (max 2)",,PHB,2
Half Plate Armor,Half plate consists of shaped metal plates that cover most of the wearer's body. It does not include leg protection beyond simple greaves that are attached with leather straps.,750. gp,Common,40,Armor,"Medium Armor
Armor Class: 15 + Dex Modifier (max 2)
Disadvantage on Stealth",,PHB,2
Chain Shirt Armor,"Made of interlocking metal rings, a chain shirt is worn between layers of clothing or leather. This armor offers modest protection to the wearer's upper body and allows the sound of the rings rubbing against one another to be muffled by outer layers.",50. gp,Common,20,Armor,"Medium Armor
Armor Class: 13 + Dex Modifier (max 2)",,PHB,2
Scale Mail Armor,"This armor consists of a coat and leggings (and perhaps a separate skirt) of leather covered with overlapping pieces of metal, much like the scales of a fish. The suit includes gauntlets.",50. gp,Common,45,Armor,"Medium Armor
Armor Class: 14 + Dex Modifier (max 2)
Disadvantage on Stealth",,PHB,2
Ring Mail Armor,"This armor is leather armor with heavy rings sewn into it. The rings help reinforce the armor against blows from swords and axes. Ring mail is inferior to chain mail, and it's usually worn only by those who can't afford better armor.",30. gp,Common,40,Armor,"Heavy Armor
Armor Class: 14
Disadvantage on Stealth",,PHB,2
Plate Armor,"Plate consists of shaped, interlocking metal plates to cover the entire body. A suit of plate includes gauntlets, heavy leather boots, a visored helmet, and thick layers of padding underneath the armor. Buckles and straps distribute the weight over the body.","1,500. gp",Common,65,Armor,"Heavy Armor
Armour Class: 18
Disadvantage on Stealth",Strength: 15,PHB,2
Chain Mail Armor,"Made of interlocking metal rings, chain mail includes a layer of quilted fabric worn underneath the mail to prevent chafing and to cushion the impact of blows. The suit includes gauntlets.",75. gp,Common,55,Armor,"Heavy Armor
Armour Class: 16
Disadvantage on Stealth",Strength: 13,PHB,2
